0,1,2
-4.853611,-37.77722,13.0
-22.9,-47.08,697.0
-19.82,-40.25,64.0
-13.45,-49.17,387.0
-4.08534,-63.145145,35.0
-21.980278,-47.88389,842.0
-22.635765,-43.900654,411.0
-21.681465,-45.94082,858.0
-9.066112,-44.365276,296.0
-9.07,-38.32,302.0
-4.276111,-41.794445,155.0
-22.4,-43.67,427.0
-21.23,-45.0,880.0
-1.08,-46.9,30.0
-11.101389,-38.524166,139.0
-10.710834,-48.406387,250.0
-9.83,-39.88,451.0
-0.727797,-48.515793,12.0
-20.72,-48.55,610.0
-17.798813,-40.249924,190.0
-28.228611,-52.411945,667.0
-0.12527777,-67.06111,73.0
-23.470982,-46.533558,730.0
-22.920652,-42.83,3.0
-9.162012,-35.29988,11.0
-15.53,-53.08,425.0
-23.45,-45.87,802.0
0.07,-68.23,74.0
-22.27,-48.12,697.0
-23.325556,-51.141666,566.0
-19.68,-44.77,704.0
-27.802109,-50.335567,920.0
-2.5266666,-44.21361,51.0
-20.63,-51.1,347.0
-19.719444,-45.3675,663.0
-20.794867,-51.71352,326.0
-22.72,-47.55,573.0
-11.002765,-44.52496,446.0
-22.300371,-53.822895,370.0
-24.25,-49.7,838.0
-25.502846,-50.637608,896.0
-20.20108,-50.920372,425.0
-19.5,-42.63,252.0
-20.95,-48.48,560.0
-14.406111,-56.446945,294.0
-2.5158334,-66.10083,60.0
-22.73,-43.3,3.0
-23.38,-46.63,890.0
-5.15103,-36.57313,17.0
-9.285833,-43.324444,522.0
-20.27,-42.05,651.0
-20.584314,-47.382427,997.0
-16.58,-42.9,674.0
-23.6,-46.93,831.0
-3.3802779,-64.72528,56.0
-29.12,-56.53,53.0
-23.92,-46.42,6.0
-25.4,-51.47,1067.0
-4.2769446,-55.993057,14.0
-15.215101,-48.985332,641.0
-30.33,-54.32,112.0
-19.020355,-43.43395,651.0
-28.48,-48.8,0.0
-13.470834,-52.27111,405.0
-23.43,-45.1,9.0
-22.45,-44.83,756.0
-16.686333,-43.843758,631.0
-23.77,-45.8,16.0
-31.802526,-52.406868,8.0
-22.38,-41.77,0.0
-22.52,-43.18,949.0
-15.915229,-46.10712,512.0
-9.378106,-38.226772,242.0
-3.1369445,-58.44278,22.0
-31.305555,-54.119446,245.66
-27.1,-48.93,32.0
-1.680277,-50.478035,9.0
-22.119873,-51.408623,420.0
-15.549167,-47.33889,944.0
-22.6,-45.17,634.0
-18.02,-41.02,329.0
-4.261389,-38.93111,860.0
-21.37,-46.53,1006.0
-22.45,-52.97,250.0
-7.7,-35.67,515.0
-2.2397223,-49.49972,6.0
-7.85,-41.9,301.0
-22.921944,-43.686943,13.0
-22.895555,-43.184723,12.0
-19.605556,-46.949722,1031.0
-18.87,-48.87,746.0
-19.823889,-43.144165,842.0
-4.97,-39.02,188.0
-22.52,-44.1,411.0
-20.447252,-54.72264,522.0
-21.76999,-43.364326,853.0
-30.543056,-52.524723,422.0
-29.724796,-53.720467,101.0
-22.25,-42.52,1039.0
-7.0536113,-37.273888,248.0
-16.00956,-41.28103,684.0
-13.03,-58.28,386.0
-21.43,-48.82,512.0
-25.02,-47.93,17.0
-10.191667,-54.94611,289.0
-8.160277,-70.76861,168.0
-27.45,-53.93,435.0
-22.45,-42.93,911.0
-8.441667,-43.865555,274.0
-22.57,-44.95,523.0
-21.12,-42.95,359.0
-17.244152,-46.88172,693.0
-16.47,-49.28,780.0
-21.3,-40.98,7.0
-26.25,-48.65,3.0
-30.842617,-55.61307,318.0
-21.918139,-46.382977,1084.0
-26.82,-49.27,82.0
-22.28,-46.37,916.0
-8.059167,-34.959167,12.0
-15.25,-45.27,720.0
-15.1,-44.1,452.0
-11.75,-49.08,299.0
-9.7491665,-37.430832,13.0
-23.05,-43.6,1.0
-11.48,-37.93,174.0
-10.4425,-39.330833,450.0
-14.697917,-52.350227,324.0
-28.55,-50.7,947.0
-17.533009,-43.012093,727.0
-20.92,-51.38,372.0
-21.53,-42.63,298.0
2.8294444,-60.661945,65.0
-28.28,-53.48,457.0
-27.85,-55.02,115.0
-20.173283,-44.87474,784.0
-26.1,-49.8,813.0
-23.48,-47.426666,585.0
0.7,-51.45,94.0
-5.536521,-47.478943,127.0
-23.25,-45.7,712.0
-24.085556,-52.386665,623.0
-17.860277,-41.5075,347.0
-27.0,-48.63,6.0
-28.82,-51.28,763.0
-29.75,-50.75,107.0
-21.968056,-42.003056,668.0
-29.88,-54.78,103.0
-12.155843,-45.00827,448.0
-15.628447,-46.422558,557.0
-19.02,-40.57,142.0
-14.2975,-43.77139,449.0
-16.27,-47.93,962.0
-18.95,-47.0,935.0
-21.38,-42.68,211.0
-23.12,-45.13,795.0
-29.18,-54.88,390.0
-8.17,-35.18,245.0
-16.8489,-42.06091,319.0
-23.58,-48.05,669.0
-21.85,-45.3,932.0
-12.58,-54.75,317.0
-22.1,-56.53,195.0
-23.35,-47.85,604.0
-7.300925,-39.271107,419.0
-23.37,-47.87,566.0
-11.272334,-37.79497,206.0
-4.328706,-41.72169,177.0
-22.382805,-44.966904,950.0
-19.836926,-42.648655,287.0
-17.93,-40.28,167.0
-12.148611,-38.425278,127.0
-23.264627,-47.299744,594.0
-23.416697,-45.114372,27.0
2.05,-50.8,10.0
0.62,-51.78,94.0
-20.55,-48.57,545.0
-1.4358333,-48.43722,16.0
-23.62,-49.57,561.0
-9.63,-36.33,171.0
-19.9,-43.67,979.0
-27.18,-52.05,695.0
-20.38,-43.5,1194.0
-22.63,-44.65,491.0
-5.653333,-35.425835,55.0
-9.388611,-40.523335,369.0
-7.610736,-72.68132,213.0
-12.97,-38.5,46.0
-19.52,-42.62,257.0
-22.17,-46.73,908.0
-14.886389,-40.801388,881.0
-5.6266665,-37.815,109.0
-5.817732,-61.290737,40.0
-21.537222,-42.16083,96.0
-0.04499999,-51.11,15.0
-15.854722,-48.96611,799.0
-27.45,-51.9,427.0
-22.7125,-42.646667,57.0
-27.88,-53.43,560.0
-2.42,-54.33,2.0
-24.786945,-49.99917,995.0
-3.760131,-49.66658,8.0
-18.63,-48.18,952.0
-5.5063887,-45.23722,150.0
-7.261389,-64.79,63.0
-4.8672223,-43.356667,92.0
1.03,-67.53,94.0
-18.519722,-46.439167,961.0
-5.0347223,-42.801388,70.0
-22.52,-44.0,383.0
-20.38,-42.87,527.0
-23.58,-46.6,737.0
-22.9,-43.18,24.0
-23.22,-45.85,587.0
0.6022222,-69.19278,110.0
-23.15,-49.97,447.0
-27.87,-54.43,339.0
-22.965834,-43.279446,356.0
-15.95,-44.87,476.0
-22.97,-43.22,6.0
-19.62,-43.22,813.0
1.8325,-61.120834,51.0
-17.32,-53.2,748.0
-20.7625,-42.863888,698.0
-29.43,-51.95,42.0
-19.885422,-44.41689,778.0
-21.62,-41.77,22.0
-7.8297224,-38.122223,1086.0
-24.08,-54.25,248.0
-3.17,-59.73,9.0
-5.82,-35.33,8.0
-9.07,-68.67,142.0
-21.98963,-44.938583,935.0
-23.12,-47.72,523.0
-22.87139,-43.425,37.0
-22.87,-48.45,809.0
-22.53,-44.57,473.0
-7.55,-34.98,4.0
-17.23,-42.58,563.0
-15.62,-56.10889,154.0
-18.952915,-49.52507,533.0
-29.68,-55.52,112.0
-12.97,-39.27,208.0
-9.92,-58.27,238.0
-28.88,-49.52,4.0
-21.203888,-41.905556,117.0
-6.85,-35.48,107.0
-7.103778,-48.20133,225.0
-28.275639,-49.93464,1379.0
-20.02,-44.35,770.0
-15.789722,-47.925835,1148.0
-0.42,-65.03,35.0
-6.661667,-69.867775,120.0
-27.383888,-51.21611,944.0
-12.015278,-48.545,240.0
-22.73,-45.58,1657.0
-25.010834,-50.85361,817.0
-26.4,-49.38,811.0
-30.020277,-51.224724,4.0
-23.93,-46.33,43.0
-21.7425,-41.33278,11.0
-19.9,-43.92,824.0
-1.905,-55.523613,22.0
-20.750555,-41.488888,135.0
-3.4697223,-42.268055,35.0
-19.48454,-44.173798,749.0
-22.77,-43.68,17.0
-23.52,-46.22,745.0
-12.53,-38.3,34.0
-22.97,-45.48,582.0
-22.58,-43.5,143.0
-23.65,-46.62,800.0
-27.05,-50.93,1081.0
-21.67,-47.5,637.0
-6.123889,-36.811943,326.0
-3.8152778,-38.537777,31.0
-6.4675,-37.085,173.0
-14.949727,-46.235794,850.0
-14.37,-44.45,591.0
-21.22613,-44.979668,901.0
-26.48,-51.98,1094.0
-3.73,-38.55,24.0
-7.2255554,-35.904724,527.0
-22.92,-43.18,42.0
-27.17,-51.45,778.0
-12.196111,-38.96722,239.0
-26.47,-49.08,97.0
-20.46611,-41.412224,590.0
-28.33,-49.33,174.0
-22.97,-43.25,244.0
-15.8275,-54.395557,351.0
-13.22,-56.27,348.0
-21.23962,-43.78146,1106.0
-15.78,-47.93,1152.0
-25.55,-54.57,216.0
-22.6,-44.47,581.0
-1.45,-61.63,22.0
-28.83,-52.52,695.0
-22.57,-47.42,612.0
-22.65,-50.42,577.0
-1.6613889,-45.371944,26.0
-21.25,-48.3,567.0
-17.349167,-44.921665,503.0
-18.842607,-41.90357,151.0
-22.022223,-42.364445,518.0
-27.169273,-51.558964,762.0
-18.72611,-49.56222,612.0
-25.536112,-48.52833,7.0
-7.839628,-35.801056,421.0
-23.38,-46.63,890.0
-18.988611,-56.622776,103.0
-14.73,-43.97,473.0
-9.55,-37.02,197.0
0.17,-69.93,156.0
-25.87,-50.38,792.0
-20.03111,-46.00889,681.0
-7.8944445,-37.12472,608.0
-3.08668,-41.78314,48.0
-13.332407,-44.617374,536.0
-21.45,-43.55,887.0
-19.934381,-43.952293,894.0
-29.164589,-51.534103,590.0
-21.18,-47.72,583.0
-18.409721,-49.191944,477.0
-21.935833,-42.60611,331.0
-22.97,-45.55,558.0
-4.378611,-70.03,74.0
-14.08907,-46.36653,792.0
-21.32,-46.37,871.0
-22.55246,-55.716316,662.0
-22.58,-43.35,95.0
-15.939722,-50.141945,533.0
-11.084858,-43.138996,408.0
-23.0,-44.03,6.0
-14.25,-59.25,659.0
-7.529423,-46.04632,256.0
-12.62,-38.67,7.0
-7.73,-35.25,103.0
-22.7,-44.32,518.0
-17.1,-43.8,684.0
-2.63,-56.73,13.0
-17.740278,-46.176945,791.0
-28.65,-56.0,94.0
-22.82,-43.22,1.0
-18.713888,-39.84889,29.0
-21.18,-47.8,553.0
-3.103889,-60.015556,55.0
-19.228937,-45.001335,689.0
-15.448054,-44.36632,476.0
-7.35,-57.52,260.0
-16.049639,-57.680824,123.0
-29.350277,-49.733334,6.0
0.9,-52.02,99.0
-6.4263887,-36.79139,225.0
-6.761667,-43.003334,130.0
-23.083578,-48.911716,819.0
-23.95,-48.88,710.0
-7.076667,-40.39,578.0
-17.859776,-42.852646,967.0
-20.699774,-44.819904,993.0
-29.196112,-51.18639,697.0
-32.15,-52.1,0.0
-26.92,-49.05,99.0
-17.785278,-50.96472,771.0
