0,1,2
-28.704805,-51.87075,487.0
-27.085312,-52.63571,675.0
-29.049126,-50.149635,1011.0
-27.38861,-51.21583,943.0
-33.7423,-53.37222,1.0
-15.559295,-56.06295,233.0
-14.650117,-57.431557,449.0
-13.453889,-56.677223,356.0
-12.555107,-55.722862,382.0
-13.785833,-57.83861,518.0
-9.952594,-54.897835,292.0
-16.46242,-54.58015,288.0
-14.016389,-52.211666,442.0
-17.33936,-53.22445,736.0
-9.563392,-57.393578,226.0
-10.165833,-59.45111,234.0
-15.531431,-55.13565,709.0
-13.7080555,-59.7625,602.0
-11.280158,-57.52664,268.0
-14.421389,-54.03611,466.0
-12.627222,-52.220833,366.0
-11.982223,-55.566113,368.0
-9.906296,-58.572235,256.0
-11.375126,-58.774784,357.0
-11.618889,-50.72778,193.0
-15.0627775,-59.873055,204.0
-15.58,-54.38111,673.0
-10.077222,-56.179165,307.0
-8.793662,-63.845932,92.0
-9.970586,-55.82754,285.0
-12.521944,-58.231388,426.0
-13.038642,-57.0922,350.0
-13.411111,-54.752224,467.0
-13.184857,-53.257366,378.0
-14.927778,-53.88361,662.0
-16.341667,-53.76611,501.0
-17.17505,-54.50169,581.0
-17.84111,-53.289444,860.0
-15.324722,-57.225834,147.0
-15.1247225,-58.127224,306.0
-15.234582,-59.346214,310.0
-12.734862,-60.157784,586.0
-11.445837,-61.434147,190.0
-9.949001,-62.961872,127.0
-16.074722,-57.693054,122.0
-10.484167,-52.3725,292.0
-11.987778,-51.42611,428.0
-14.828889,-56.441944,198.0
-24.570862,-52.800255,600.0
-25.368944,-52.391945,833.0
-25.322464,-49.157734,951.0
-19.980034,-43.958652,1177.0
-12.43,-64.42,131.0
-2.930556,-69.695274,81.0
-3.0225,-60.055557,74.0
-12.750556,-60.149166,591.0
-4.250556,-69.935,79.0
-4.29,-47.55,253.0
-2.7,-44.85,13.0
-10.79,-65.33278,122.0
-3.8,-47.51,186.0
0.947778,-59.746387,183.0
4.4775,-61.149166,878.0
0.599444,-69.19194,110.0
-4.53,-71.6175,101.0
-3.377222,-64.72305,54.0
-6.237222,-57.775,101.0
-0.414444,-65.0175,38.0
3.3588889,-59.82389,81.0
-22.148083,-53.763737,349.0
-22.955029,-55.626,588.0
-19.94554,-54.368534,635.0
-21.246756,-56.450443,329.0
-21.298279,-52.068916,365.0
-22.657057,-54.819305,440.0
-19.587528,-54.030083,535.0
-22.308695,-54.325832,334.0
-23.644482,-54.57029,341.0
-22.092833,-54.798832,371.0
-22.57539,-55.16033,498.0
-21.450972,-54.341972,419.0
-22.078527,-53.46589,376.0
-18.072779,-54.54889,251.0
-20.466694,-53.763027,443.0
-21.30589,-52.820374,381.0
-20.351444,-51.43022,372.0
-9.959167,-67.86889,158.0
-6.8358335,-38.31167,237.0
-22.57,-46.63,793.0
-22.62,-47.53,607.0
-29.33,-50.52,883.0
-23.48,-47.45,575.0
-26.55,-52.57,645.0
-27.25,-50.58,949.0
-2.68,-44.72,3.0
-21.944145,-45.317738,890.0
-3.8411112,-62.05528,24.0
-1.0636111,-46.865276,36.0
-8.7931,-63.8467,87.0
-13.453982,-56.677322,356.0
-20.02,-44.35,770.0
-9.264722,-37.938057,663.0
-25.33,-49.23,963.0
-19.9,-44.1,899.0
-15.160374,-42.866344,621.0
-19.93,-43.93,918.0
-24.18,-46.78,0.0
-8.503889,-39.315277,337.0
-20.47,-55.8,147.0
-18.12,-39.47,0.0
-19.498383,-42.54161,250.0
-16.154861,-42.28492,475.0
-8.28,-35.97,533.0
-29.23,-53.68,497.0
-30.08,-50.78,85.0
-27.88,-50.7,969.0
-22.28,-48.57,508.0
-19.407223,-40.539722,145.0
-30.98,-54.67,140.0
-8.132222,-41.143055,367.0
-15.75,-43.03,575.0
-8.910833,-36.493332,809.0
-27.78,-54.23,359.0
-24.3,-53.92,326.0
-22.99,-43.37,7.0
-1.751055,-52.236187,10.0
-17.57,-52.55,764.0
-7.0808334,-41.435,229.0
-24.4,-53.73,378.0
-22.33,-45.08,1047.0
-15.63,-53.83,706.0
-5.1,-36.65,0.0
-21.13,-47.98,561.0
-5.8,-42.17,166.0
-19.735765,-42.137222,592.0
-21.46102,-47.579514,628.0
-28.2225,-51.51278,804.0
-27.135666,-52.66293,603.0
-9.420278,-36.620277,264.0
-16.57,-45.93,676.0
-23.49639,-46.62,736.0
-30.03,-52.88,47.0
-18.68,-40.42,153.0
-16.58081,-39.78318,161.0
-10.9525,-37.054443,4.0
-21.47,-47.0,613.0
-22.361065,-43.69803,351.0
-9.12,-37.73,671.0
-23.4,-51.916668,522.0
-6.42,-35.4,92.0
-12.43,-38.97,203.0
-16.43,-41.02,232.0
-27.2,-49.67,367.0
-21.122377,-48.947514,540.0
-22.2865,-43.045918,994.0
-20.35,-43.67,1066.0
-20.636524,-40.741817,27.0
-28.3,-54.25,274.0
-5.837222,-35.20778,45.0
-30.83,-51.58,16.0
-22.48,-44.43,435.0
-12.524167,-40.29972,245.0
-22.42,-45.45,886.0
-13.812876,-41.29985,526.0
-26.85,-52.4,825.0
-16.673056,-49.26389,765.0
-15.802909,-43.297092,535.0
-30.07,-51.22,52.0
-26.25,-50.8,774.0
-16.366268,-46.88932,610.0
-5.136667,-38.356667,44.0
-5.2,-42.25,149.0
-22.52,-43.18,949.0
-13.527828,-40.11975,753.0
-20.15,-43.4,857.0
-22.2,-46.62,1041.0
-19.494871,-41.07765,85.0
-21.72,-57.88,79.0
-23.45,-46.65,814.0
-15.5,-45.17,586.0
-23.038889,-45.515835,597.0
-18.6,-39.73,0.0
-21.78,-48.17,705.0
-14.912222,-42.808613,559.0
-12.691233,-38.337536,35.0
-19.66361,-51.191387,396.0
-6.630799,-51.976013,205.0
-3.9,-42.259445,80.0
-8.433537,-37.055367,687.0
-4.57,-37.77,8.0
-29.448748,-51.799034,65.0
-11.668056,-39.001945,349.0
-21.7,-45.25,846.0
-5.8,-46.45,291.0
-23.58,-46.88,763.0
-19.93,-43.93,918.0
-15.823055,-55.418888,742.0
-6.396389,-39.26889,219.0
-8.259167,-49.26389,172.0
-23.15,-50.6,548.0
-9.58,-35.95,120.0
-12.55,-47.83,333.0
-22.87,-42.02,6.0
-18.77,-42.93,776.0
-18.917051,-48.255676,885.0
-12.288562,-55.29407,384.0
-8.968611,-48.177223,186.0
-6.9755554,-35.718056,531.0
-13.251097,-43.405365,446.0
-25.44861,-49.280834,918.0
-23.42,-47.58,587.0
-7.337222,-47.45972,181.0
-18.238611,-43.616943,1252.0
-21.3,-44.27,1040.0
-19.81,-40.67,222.0
-22.92,-43.18,42.0
-22.757849,-43.685017,30.0
-3.47,-68.8,91.0
-17.724527,-48.171917,750.0
-22.68,-46.72,773.0
-3.7483332,-40.345833,103.0
-22.7,-47.3,583.0
-26.73,-53.58,598.0
-22.42,-44.83,2190.0
-12.97,-38.5,46.0
-22.126272,-45.043327,906.0
-32.55,-53.38,25.0
-23.82,-45.42,642.0
-21.03,-44.78,895.0
-5.1730556,-39.287224,224.0
-12.557854,-41.38881,394.0
-33.531666,-53.350277,23.0
-10.443072,-40.148243,522.0
-23.42,-47.58,587.0
-22.98,-42.03,0.0
-18.747435,-44.454655,663.0
-22.62,-43.47,127.0
-8.365,-42.25028,249.0
-23.72,-46.53,817.0
-17.92361,-51.7175,667.0
-22.72,-47.63,558.0
-20.85,-41.1,32.0
-9.73,-36.77,309.0
-20.016563,-44.084717,846.0
-22.417223,-42.9725,901.0
-18.12,-40.5,256.0
-20.5,-43.7,1058.0
-26.91361,-49.268055,89.0
-20.909924,-47.114243,836.0
-19.416256,-40.073235,19.0
-15.9025,-52.245277,333.0
-27.189451,-53.253338,244.0
-10.15,-36.17,19.0
-9.108334,-45.948612,323.0
-18.5,-54.77,202.0
-22.52,-44.1,411.0
-0.65,-47.55,14.0
-26.13,-49.25,927.0
-30.87,-53.12,282.0
-12.675278,-39.08972,216.0
-11.02,-68.73,221.0
-21.669224,-49.732677,468.0
-3.742684,-43.3521,102.0
-18.365694,-40.840656,252.0
-19.42,-54.58,640.0
-26.23,-51.07,750.0
-16.462416,-54.580143,288.0
-22.4,-50.57,461.0
-14.82,-56.43,207.0
-25.47,-49.43,945.0
-16.775057,-43.667084,677.0
-25.42,-49.28,936.0
-18.170279,-47.958057,840.0
-18.537222,-40.27222,123.0
-29.84,-57.081944,79.0
-22.9,-43.12,19.0
-28.417223,-54.9625,222.0
-29.97,-51.13,3.0
-23.47,-45.3,784.0
-23.015833,-44.329723,16.0
-3.62,-41.07,745.0
-11.547494,-41.151165,988.0
-19.992565,-47.76581,539.0
-0.97416663,-62.92861,34.0
-20.034803,-48.930435,542.0
-2.0,-54.07639,60.0
-18.42,-42.78,656.0
-7.52,-63.03,55.0
-31.43,-53.1,351.0
-20.315834,-40.317223,2.0
-19.00461,-57.672337,143.0
-22.98,-43.53,85.0
-21.546686,-43.261044,443.0
-23.53,-46.25,739.0
-11.311389,-41.858612,751.0
-28.92,-51.9,361.0
-3.2141666,-52.213055,87.0
-22.750278,-45.60389,1701.0
-8.02,-34.85,1.0
-23.42,-45.65,671.0
-19.936468,-40.592525,681.0
-24.671656,-47.545895,44.0
-21.2,-50.43,390.0
-22.77,-43.45,101.0
-29.72,-52.42,140.0
-22.45111,-44.44472,422.0
-32.078808,-52.167725,6.0
-22.95,-53.12,391.0
-8.72,-67.38,108.0
-16.37,-45.07,466.0
-22.87,-43.45,36.0
-20.439722,-49.983612,479.0
-8.370701,-36.707813,656.0
-22.23,-54.98,406.0
-11.172778,-40.53417,465.0
-15.673259,-38.961052,5.0
-20.38532,-41.189472,798.0
-11.42,-58.73,323.0
-5.1905556,-40.67361,297.0
-20.52612,-41.90913,885.0
-6.561813,-35.135315,130.0
-15.946389,-47.884167,1130.0
-13.005834,-38.505833,10.0
-25.98,-49.68,819.0
-22.314444,-45.373055,1325.0
-15.086015,-44.016224,453.0
-15.776,-56.072,201.0
-8.6,-38.57,324.0
-29.8,-51.82,19.0
-5.3661113,-49.12528,99.0
-9.625699,-42.077217,395.0
-4.2180557,-44.775833,18.0
-24.93,-53.43,737.0
-21.17,-48.9,551.0
-22.846945,-42.185555,3.0
-5.213412,-37.312164,48.0
-14.072778,-42.48722,909.0
-23.83,-46.37,125.0
-2.6422222,-54.94389,168.0
-6.0063887,-40.29972,400.0
-7.8794446,-40.091946,455.0
-4.95,-66.9,78.0
-7.23,-44.55,193.0
-17.739445,-39.25861,0.0
-21.13,-42.33,212.0
-19.737223,-47.949722,751.0
-9.551389,-35.770832,78.0
-10.21376,-36.842197,24.0
-26.25,-53.62,758.0
-7.2,-39.32,389.0
-7.095278,-34.84861,9.0
-30.52,-53.48,421.0
-12.402223,-46.43833,596.0
-14.8,-39.07,11.0
-2.885772,-40.114075,20.0
-25.1,-50.17,922.0
-10.190897,-48.301823,275.0
-22.88,-43.3,33.0
-19.87423,-40.87296,180.0
-12.88,-38.68,14.0
-29.37,-50.8,851.0
-3.269212,-45.65101,36.0
-6.0330553,-44.233334,178.0
-22.72,-44.53,1404.0
